CustomerID,Recency,Frequency,Monetary,Recency_R,Frequency_F,Monetary_M
13127.0,2011-09-23 10:26:00,1,259.16999999999996,2,2,2
13130.0,2011-09-06 15:30:00,1,64.0,2,2,1
13131.0,2011-11-16 13:21:00,3,1073.2999999999997,4,3,4
13132.0,2011-03-23 12:44:00,1,77.3,1,2,1
13133.0,2011-03-11 10:31:00,2,109.80000000000001,1,2,1
13134.0,2011-09-15 10:35:00,4,1793.58,2,4,4
13135.0,2011-05-27 10:52:00,1,3096.0,1,2,5
13136.0,2011-10-14 13:41:00,5,2607.6099999999997,3,4,5
13137.0,2011-11-29 12:09:00,8,3650.409999999999,5,5,5
13138.0,2011-11-17 16:51:00,5,769.16,4,4,3
13139.0,2011-11-23 13:54:00,7,5064.940000000003,4,5,5
13140.0,2011-08-23 15:33:00,2,264.21,2,2,2
13141.0,2011-09-16 09:54:00,5,2388.7499999999995,2,4,5
13142.0,2011-11-20 16:07:00,1,307.0899999999999,4,2,2
13144.0,2011-01-11 11:15:00,1,110.94999999999999,1,2,1
13145.0,2011-10-31 12:45:00,3,323.52,3,3,2
13146.0,2011-11-13 15:29:00,1,228.91,4,2,1
13147.0,2011-11-29 13:59:00,4,712.8000000000001,5,4,3
13148.0,2011-11-10 15:23:00,11,3397.7199999999993,4,5,5
13149.0,2011-11-25 13:09:00,4,1676.0599999999997,4,4,4
13151.0,2011-02-17 12:29:00,1,1257.8700000000003,1,2,4
13153.0,2011-12-04 12:14:00,1,486.22,5,2,3
13155.0,2011-11-06 15:41:00,3,592.0600000000001,3,3,3
13157.0,2011-10-21 13:50:00,4,1741.2199999999991,3,4,4
13158.0,2011-09-06 11:58:00,4,1201.0600000000004,2,4,4
13159.0,2011-12-01 11:20:00,4,1437.8500000000006,5,4,4
13160.0,2011-11-17 13:07:00,1,91.8,4,2,1
13161.0,2011-01-30 14:03:00,1,112.75,1,2,1
13162.0,2011-08-09 15:59:00,4,1688.2899999999995,2,4,4
13165.0,2011-10-24 15:05:00,1,666.8399999999999,3,2,3
13166.0,2011-03-01 15:16:00,1,417.19999999999993,1,2,2
13167.0,2011-11-21 12:24:00,4,791.3300000000002,4,4,3
13168.0,2011-11-03 12:56:00,4,1319.19,3,4,4
13169.0,2011-10-07 12:11:00,2,712.88,3,2,3
13170.0,2011-11-13 12:19:00,1,116.01000000000002,4,2,1
13171.0,2011-11-18 10:27:00,3,468.4099999999999,4,3,3
13173.0,2011-12-05 15:51:00,1,187.70999999999998,5,2,1
13174.0,2011-11-23 14:35:00,2,1401.06,4,2,4
13176.0,2011-10-24 15:43:00,1,492.8400000000001,3,2,3
13177.0,2011-10-06 09:56:00,1,282.45,3,2,2
13178.0,2011-11-13 16:14:00,10,5015.470000000002,4,5,5
13182.0,2011-10-25 13:46:00,1,121.17999999999999,3,2,1
13183.0,2011-12-02 10:30:00,9,3957.7800000000016,5,5,5
13184.0,2011-11-25 12:02:00,10,1701.2900000000009,4,5,4
13185.0,2011-03-17 11:56:00,1,71.4,1,2,1
13186.0,2011-10-31 11:40:00,3,1575.8900000000003,3,3,4
13187.0,2011-01-06 18:57:00,1,236.01999999999995,1,2,2
13188.0,2011-11-28 15:28:00,1,114.60000000000001,5,2,1
13189.0,2011-11-21 10:39:00,2,260.68,4,2,2
13192.0,2011-09-05 14:13:00,2,911.9400000000002,2,2,4
13193.0,2011-10-09 14:30:00,1,117.88000000000001,3,2,1
13194.0,2011-07-27 09:01:00,1,60.7,2,2,1
13196.0,2011-11-28 13:54:00,4,1797.78,5,4,4
13198.0,2011-11-29 15:17:00,5,3016.6899999999973,5,4,5
13199.0,2011-12-06 12:30:00,36,9105.320000000002,5,5,5
13200.0,2011-11-20 15:35:00,4,870.09,4,4,3
13203.0,2011-11-30 10:45:00,4,869.4599999999999,5,4,3
13207.0,2011-11-24 14:52:00,2,250.26000000000002,4,2,2
13208.0,2011-10-12 09:54:00,6,1223.8999999999999,3,5,4
13209.0,2011-11-09 13:54:00,7,5572.759999999998,4,5,5
13210.0,2011-09-07 08:18:00,1,353.47999999999996,2,2,2
13211.0,2011-11-29 14:43:00,2,1086.7199999999998,5,2,4
13212.0,2011-11-20 12:40:00,3,788.0799999999998,4,3,3
13213.0,2011-10-14 11:42:00,5,1520.5800000000004,3,4,4
13216.0,2011-03-17 12:18:00,1,333.74,1,2,2
13217.0,2011-08-09 15:32:00,3,533.98,2,3,3
13218.0,2011-08-04 16:59:00,1,62.64,2,2,1
13220.0,2011-09-22 13:38:00,4,819.29,2,4,3
13221.0,2011-04-13 16:58:00,1,349.2500000000001,1,2,2
13223.0,2011-05-23 13:03:00,2,163.20000000000002,1,2,1
13224.0,2011-10-10 14:55:00,2,2155.9499999999994,3,2,5
13225.0,2011-12-06 13:29:00,6,5257.119999999999,5,5,5
13226.0,2011-03-11 14:35:00,1,108.21000000000001,1,2,1
13227.0,2011-05-22 11:47:00,1,257.7,1,2,2
13228.0,2011-09-19 14:28:00,1,358.0,2,2,2
13229.0,2011-04-28 12:07:00,1,160.95,1,2,1
13230.0,2011-12-05 16:03:00,13,2713.5200000000004,5,5,5
13232.0,2011-11-27 10:39:00,7,1357.6000000000015,4,5,4
13233.0,2011-09-26 13:25:00,2,605.1200000000001,2,2,3
13235.0,2011-05-11 17:13:00,1,1031.0699999999997,1,2,4
13236.0,2011-11-15 12:50:00,2,744.8500000000003,4,2,3
13238.0,2011-11-22 15:37:00,3,609.5800000000002,4,3,3
13239.0,2011-03-23 10:25:00,1,329.56,1,2,2
13240.0,2011-09-04 14:08:00,3,439.58000000000004,2,3,2
13242.0,2011-08-19 12:53:00,3,270.40000000000003,2,3,2
13243.0,2011-05-20 13:14:00,1,600.07,1,2,3
13244.0,2011-09-08 11:46:00,1,121.74000000000001,2,2,1
13245.0,2011-10-20 11:40:00,1,430.5,3,2,2
13246.0,2011-11-21 16:50:00,6,1987.3000000000009,4,5,5
13247.0,2011-11-22 10:59:00,4,501.12,4,4,3
13248.0,2011-08-07 12:40:00,2,465.6799999999999,2,2,3
13249.0,2011-09-08 13:26:00,3,711.41,2,3,3
13253.0,2011-07-06 10:09:00,2,1030.3999999999999,2,2,4
13255.0,2011-11-30 13:14:00,1,173.81,5,2,1
13256.0,2011-11-25 15:57:00,1,0.0,4,2,1
13258.0,2011-11-28 09:31:00,3,698.5799999999999,5,3,3
13259.0,2011-10-09 10:48:00,1,292.3199999999999,3,2,2
13260.0,2011-10-09 13:21:00,1,557.6200000000001,3,2,3
13261.0,2011-03-16 12:22:00,2,944.1,1,2,4
13262.0,2011-03-21 15:06:00,1,200.29000000000002,1,2,1
13263.0,2011-12-08 13:59:00,35,7454.069999999956,5,5,5
13265.0,2011-10-17 15:02:00,5,2107.6600000000008,3,4,5
13266.0,2011-11-28 14:39:00,12,3834.26,5,5,5
13267.0,2011-12-07 11:12:00,17,3899.1900000000014,5,5,5
13268.0,2011-11-22 11:51:00,11,3214.6899999999996,4,5,5
13269.0,2011-12-08 14:53:00,13,4684.060000000002,5,5,5
13271.0,2011-11-02 14:31:00,1,217.3799999999999,3,2,1
13272.0,2011-11-08 14:00:00,2,276.56000000000006,4,2,2
13273.0,2011-08-18 14:02:00,1,138.97999999999996,2,2,1
13276.0,2011-10-07 12:44:00,2,590.93,3,2,3
13277.0,2011-11-24 09:21:00,4,258.4,4,4,2
13278.0,2011-10-30 11:49:00,1,542.73,3,2,3
13279.0,2011-09-22 17:24:00,1,137.75,2,2,1
13280.0,2011-08-09 13:14:00,3,814.8600000000001,2,3,3
13282.0,2011-11-21 15:33:00,3,1132.1399999999999,4,3,4
13283.0,2011-10-11 09:50:00,2,93.66,3,2,1
13284.0,2011-01-13 09:23:00,1,201.19,1,2,1
13285.0,2011-11-16 13:19:00,4,2709.1200000000003,4,4,5
13291.0,2011-07-07 10:36:00,1,361.10999999999996,2,2,2
13292.0,2011-11-01 10:04:00,2,578.9399999999999,3,2,3
13294.0,2011-06-03 08:54:00,2,873.7399999999998,1,2,4
13296.0,2011-07-25 13:46:00,1,87.4,2,2,1
13297.0,2011-12-02 09:32:00,4,2089.8500000000004,5,4,5
13298.0,2011-12-08 13:11:00,1,360.0,5,2,2
13299.0,2011-03-16 12:55:00,1,142.5,1,2,1
13300.0,2011-06-23 13:09:00,1,371.89000000000004,1,2,2
13301.0,2011-08-28 11:25:00,4,618.0899999999998,2,4,3
13302.0,2011-07-07 17:56:00,1,63.75,2,2,1
13305.0,2011-12-05 15:15:00,9,1864.6599999999994,5,5,5
13307.0,2011-08-11 17:14:00,1,15.0,2,2,1
13308.0,2011-11-17 09:31:00,3,1385.51,4,3,4
13309.0,2011-12-02 16:34:00,5,1456.7899999999993,5,4,4
13310.0,2011-11-11 17:23:00,3,1132.0300000000002,4,3,4
13311.0,2011-12-05 12:55:00,2,598.57,5,2,3
13313.0,2011-11-17 16:48:00,5,1555.3199999999993,4,4,4
13314.0,2011-12-08 12:29:00,3,775.9400000000002,5,3,3
13316.0,2011-11-02 13:40:00,4,5977.730000000001,3,4,5
13317.0,2011-10-04 13:35:00,4,2035.6299999999987,3,4,5
13318.0,2011-12-08 18:51:00,3,640.76,5,3,3
13319.0,2011-12-04 13:34:00,22,9294.469999999998,5,5,5
13320.0,2011-09-22 18:07:00,4,1548.7000000000003,2,4,4
13321.0,2011-09-28 15:24:00,2,567.36,2,2,3
13322.0,2011-11-22 14:21:00,1,199.48,4,2,1
13323.0,2011-12-06 17:12:00,5,787.85,5,4,3
13324.0,2011-11-03 16:28:00,9,6471.849999999993,3,5,5
13325.0,2011-09-19 10:36:00,1,675.3,2,2,3
13327.0,2011-11-01 10:21:00,6,2882.77,3,5,5
13328.0,2011-01-27 15:22:00,1,1308.48,1,2,4
13329.0,2011-11-08 10:29:00,1,484.7999999999999,3,2,3
13330.0,2011-09-08 12:27:00,3,1140.9299999999996,2,3,4
13332.0,2011-11-25 13:30:00,1,350.9,4,2,2
13334.0,2011-09-18 15:21:00,3,3536.819999999998,2,3,5
13336.0,2011-09-23 14:05:00,1,795.12,2,2,3
13338.0,2011-07-05 09:06:00,1,487.02,2,2,3
13339.0,2011-05-23 08:31:00,1,860.1200000000002,1,2,3
13340.0,2011-10-25 13:15:00,7,10736.47999999999,3,5,5
13341.0,2011-03-24 09:50:00,1,775.8499999999999,1,2,3
13343.0,2011-06-15 12:24:00,1,353.43,1,2,2
13344.0,2011-10-03 09:45:00,3,2543.720000000002,2,3,5
13345.0,2011-02-25 09:01:00,1,389.50000000000006,1,2,2
13347.0,2011-09-30 13:28:00,1,341.36,2,2,2
13348.0,2011-10-06 17:28:00,1,233.76,3,2,2
13349.0,2011-11-29 08:07:00,1,247.31999999999996,5,2,2
13350.0,2011-11-23 16:33:00,2,979.1199999999999,4,2,4
13351.0,2011-10-04 12:55:00,1,373.94,3,2,2
13352.0,2011-10-10 13:55:00,1,397.9800000000001,3,2,2
13354.0,2011-09-29 13:17:00,1,743.5300000000003,2,2,3
13355.0,2011-08-09 14:48:00,1,674.7,2,2,3
13356.0,2011-09-20 14:33:00,1,768.2400000000001,2,2,3
13357.0,2011-03-27 13:56:00,1,609.9500000000002,1,2,3
13358.0,2011-03-16 11:52:00,1,439.03000000000003,1,2,2
13359.0,2011-10-07 09:30:00,1,439.55999999999995,3,2,2
13362.0,2011-11-30 14:41:00,4,3090.7399999999984,5,4,5
13363.0,2011-11-22 12:40:00,2,992.5000000000002,4,2,4
13364.0,2011-09-29 18:13:00,1,134.96,2,2,1
13365.0,2011-11-06 12:36:00,2,2225.3700000000013,3,2,5
13366.0,2011-10-20 13:37:00,1,56.160000000000004,3,2,1
13368.0,2011-03-28 09:59:00,2,623.4,1,2,3
13372.0,2011-09-11 12:46:00,1,378.64,2,2,2
13373.0,2011-10-10 10:51:00,3,3312.2500000000005,3,3,5
13375.0,2011-09-12 10:19:00,1,778.6499999999997,2,2,3
13376.0,2011-09-01 16:16:00,3,1019.7600000000003,2,3,4
13379.0,2011-11-13 13:45:00,3,572.5599999999997,4,3,3
13381.0,2011-11-08 11:58:00,6,3639.3100000000004,3,5,5
13382.0,2011-03-04 10:03:00,1,222.99,1,2,1
13384.0,2011-11-09 11:04:00,7,4151.929999999999,4,5,5
13385.0,2011-01-14 09:52:00,1,534.5700000000002,1,2,3
13388.0,2011-07-31 12:52:00,2,677.1000000000001,2,2,3
13389.0,2011-11-28 14:01:00,3,797.96,5,3,3
13390.0,2011-09-26 08:38:00,1,544.0799999999999,2,2,3
13391.0,2011-05-20 10:50:00,1,59.8,1,2,1
13394.0,2011-12-08 11:36:00,8,2520.0199999999995,5,5,5
13395.0,2011-06-07 15:04:00,1,307.72,1,2,2
13396.0,2011-11-10 16:59:00,2,1360.9899999999998,4,2,4
13397.0,2011-09-28 10:56:00,5,1544.1299999999997,2,4,4
13398.0,2011-05-31 13:17:00,1,457.3400000000001,1,2,3
13402.0,2011-08-04 15:51:00,1,312.95,2,2,2
13403.0,2011-11-22 08:28:00,1,75.0,4,2,1
13404.0,2011-12-08 15:37:00,2,252.48999999999998,5,2,2
13405.0,2011-09-26 17:01:00,3,572.4509999999999,2,3,3
13408.0,2011-12-08 09:05:00,57,25085.840000000004,5,5,5
13410.0,2011-11-15 15:33:00,5,1003.0600000000001,4,4,4
13411.0,2011-08-24 13:57:00,1,213.55000000000004,2,2,1
13414.0,2011-07-29 11:45:00,3,1390.5,2,3,4
13416.0,2011-10-27 08:56:00,2,712.5000000000001,3,2,3
13417.0,2011-12-05 08:49:00,2,640.83,5,2,3
13418.0,2011-11-28 10:23:00,13,4547.81,5,5,5
13419.0,2011-10-07 12:49:00,1,221.05999999999995,3,2,1
13420.0,2011-07-13 08:48:00,2,159.85,2,2,1
13421.0,2011-10-30 14:21:00,2,1851.0799999999995,3,2,4
